131,,Delon Wright,"PG,SG",WAS,68,24.0,"0.465

(2.4/5.1)","0.857

(1.0/1.1)",0.8,6.5,3.6,3.5,1.6,0.3,0.8,0.24
132,114.5,Jordan Clarkson,"PG,SG",UTA,68,31.0,"0.431

(7.0/16.3)","0.821

(2.6/3.2)",2.6,19.2,3.9,3.5,0.8,0.2,2.4,0.22
133,118.1,Aaron Gordon,PF,DEN,70,31.3,"0.541

(6.2/11.4)","0.665

(2.6/3.9)",1.1,16.0,6.3,2.8,0.7,0.7,1.7,0.19
134,141.7,Norman Powell,"SG,SF",LAC,60,27.1,"0.471

(5.6/11.9)","0.812

(3.8/4.6)",2.0,17.0,2.9,1.9,0.8,0.4,1.5,0.02
135,140.1,Bogdan Bogdanovic,"SG,SF,PF",ATL,52,26.8,"0.438

(5.0/11.3)","0.839

(1.3/1.6)",2.5,13.8,3.4,2.8,0.9,0.3,1.1,-0.02
136,138.4,Patrick Williams,PF,CHI,72,29.3,"0.473

(4.0/8.4)","0.847

(1.3/1.6)",1.4,10.7,4.3,1.2,0.9,0.9,1.3,-0.04
137,151.8,Josh Richardson,SG,MIA,65,27.5,"0.435

(4.2/9.7)","0.869

(1.5/1.7)",1.9,11.7,3.2,2.6,1.1,0.4,1.4,-0.05
138,144.3,Caleb Martin,"SG,SF",MIA,70,29.6,"0.482

(4.0/8.3)","0.782

(1.4/1.8)",1.3,10.7,5.0,1.6,1.1,0.5,1.1,-0.05
139,141.5,Donte DiVincenzo,"SG,SF",NY,70,25.1,"0.426

(3.1/7.3)","0.830

(1.1/1.4)",2.0,9.3,4.3,3.2,1.3,0.2,1.6,-0.08
140,146.6,Kyle Lowry,PG,MIA,60,26.2,"0.425

(3.3/7.7)","0.858

(1.8/2.1)",1.7,10.0,3.5,5.2,0.9,0.3,1.9,-0.14
141,142.5,Saddiq Bey,"SF,PF",ATL,78,30.2,"0.422

(5.3/12.6)","0.843

(2.5/3.0)",2.2,15.3,4.9,2.1,0.9,0.2,1.0,-0.15
